compensation_and_benefits,demographics_and_others,dei,health_and_safety_general,labor_relations_and_culture
401k,administrator,affinity_group,acc,absenteeism
absence,advanced_degree,affirmative_action,accident,abuse
accident_insurance,agent,affirmative_action_plan,accidental,abusive
adoption_assistance,apprentice,african-american,accidental_death,advancement
annual_bonus,assistant_manager,african_american,aes,afl-cio
annual_cash,associate,age,behavioral_health,alpa
annual_incentive,average_tenure,alaska_native,biometric_screening,anonymous
assistance_fund,bachelor,alaskan_native,bls,anonymous_feedback
assistance_program,back-office,allyship,case_rate,anonymous_hotline
autism,clerk,american_indian,clean_supply,anonymous_survey
base_salary,co-op,ancestry,cleaning_procedure,anonymously
base_wage,college_graduate,anti-discrimination,cleaning_protocol,anti-bribery
benefit,college_student,anti-harassment,cleaning_supply,anti-corruption
benefit_package,consultant,anti-racism,dart,anticorruption
benefits,contingent_worker,anti-retaliation,death,applicant
bereavement,contract_employee,asian-american,depression,at-will
bereavement_leave,contract_worker,asian_american,disinfect,attendance_policy
bonus,contractor,background,disinfectant,attract
bonus_award,crew,belonging,disinfecting,attracting
bonus_payment,crew_member,bias,disinfection,attraction
broad-based_equity,crewmember,bias-free,emergency_response,attracts
broad-based_equity_award,crewmembers,bipoc,emotional,attrition
broad-based_stock_grant,demographic,bisexual,emotional_well-being,attrition_rate
broad-based_stock_incentive,demographics,black,employee-hours,bargain_unit
care_provider,district_manager,brgs,enhance_cleaning,bargaining_group
caregiver,doctorate,bully,enhanced_cleaning,bargaining_unit
caregiver_leave,electrical_worker,bullying,ergonomic,best_employer
caregiving,employ,caucasian,ergonomics,bribery
cash-based,employ_approximately,cdo,fatality,candid_feedback
cash-based_compensation_award,employed,corporate_equality_index,first_aid,candidate_pool
cash-based_performance_bonus,employee,courtesy,first_responder,candidate_slate
cash_bonus,employee-related,creed,fitness,candor
cash_incentive,engineer,crgs,fitness_center,career
cash_incentive_plan,entire_workforce,cross-cultural,fitness_class,career-enhancing
child-care,entry-level,cultural_background,flu_shot,career-oriented
child_care,entry_level,dei,flu_vaccination,career_advancement
childcare,executive-level,dei_council,frequent_cleaning,career_development
co-pays,executive_leadership,deib,hand_sanitize_station,career_growth
commission,executive_officer,descent,hand_sanitizer,career_mobility
commission-based,fixed-term,dib,handwashing,career_path
commuter_benefit,front-line,different_background,harm,career_progression
company-matched,front-office,different_perspective,hazard,charitable_cause
company-paid,frontline,disability,hazardous,charitable_contribution
company-paid_benefit,fte,disability_equality_index,hazardous_material,charitable_donation
company-provided,full-time,disabled,health,charitable_foundation
company-subsidized,full-time_basis,discriminate,health-related,charitable_gift
compensate_fairly,full-time_equivalent,discrimination,health_authority,charitable_give
compensation,full_time,discriminatory,health_screening,charitable_matching
compensation_package,full_time_equivalent,discriminatory_harassment,healthful,charitable_organization
compensation_philosophy,fulltime,disparity,healthy,charity
competitive_base_salary,general_manager,diverse,healthy_lifestyle,child_labor
competitive_benefit_package,graduate_degree,diverse_background,healthy_living,chro
competitive_compensation,headcount,diverse_candidate,healthy_workplace,co-worker
competitive_compensation_package,high-caliber,diverse_candidate_slate,hse,coaching
competitive_pay,high_caliber,diverse_perspective,hygiene,code_of_conduct
competitive_salary,high_performing,diverse_pool,hygiene_practice,cohort
competitive_wage,high_potential,diverse_slate,illness,collaboration
complimentary,highly-qualified,diversity,incidence,collaborative
comprehensive_benefit_package,highly-skilled,diversity-focused,incidence_rate,colleague
confidential_counseling,highly_educate,diversity-related,incident,collective-bargaining_agreement
cost-sharing,highly_qualified,domestic_partner,incident-free,collective_bargaining
critical_illness,highly_qualify,edi,incident_per,collective_bargaining_agreement
daycare,highly_skilled,eeo,incident_rate,collective_bargaining_arrangement
deferred_compensation,highly_talented,eeoc,infectious_disease,collective_bargaining_unit
define_contribution,highly_trained,eigs,injury,collegial
defined_benefit,hour_per_week,empathy,injury-free,collegiality
defined_contribution,hourly,employment_opportunity,injury_per,commitment
dental,hourly_team_member,equal-opportunity,injury_rate,community_involvement
dental_insurance,hris,equal_employment,labor_statistic,community_outreach
dependent,human-capital,equal_employment_opportunity,life-saving,commute
dependent_care_flexible_spending,human_capital,equal_opportunity,lifestyle,compassion
disability_coverage,human_capital_management,equal_opportunity_employer,lose_time,competency-based
disability_insurance,human_resource,equal_pay,lose_time_incident_rate,compliance_hotline
discretionary_bonus,independent_agent,equal_treatment,lose_workday,confidential_hotline
dismemberment,independent_consultant,equality,lost-time,confidential_reporting
education_assistance,independent_contractor,equality_index,lost-time_incident,confidentially
education_reimbursement,job_function,equally,lost_time,consultation
educational_assistance,labor_cost,equitable,ltcr,continual_learning
elder_care,labor_force,equitable_treatment,lti,continuous_learn
eldercare,labor_market,equitably,ltir,continuous_learning
employee_stock_purchase,laborer,ergs,medical_condition,core_principle
employer-paid,long-tenured,ethnic,mental,core_value
employer-sponsored,management-level,ethnic_background,mental_disability,corporate_philanthropy
employer_contribution,management_trainee,ethnic_diversity,mental_health,corrupt
employer_match,manager,ethnic_group,mental_well-being,corruption
employment_package,manager-level,ethnic_minority,mentally,counseling
equity-based,master_degree,ethnic_origin,msha,counseling_session
equity-based_award,mid-level_manager,ethnically,near-miss,counselling
equity-based_compensation,motivated,ethnically_diverse,near-misses,courage
equity-based_compensation_award,name_executive_officer,ethnicity,occupational,courageous
equity-based_grant,non-employee,fairness,occupational_health,coworkers
equity-based_incentive,non-executive,female,occupational_illness,credential
equity_award,non-management,gay,occupational_injury,cross-training
equity_grant,non-represented,gei,occupational_safety,cultivate
equity_ownership,non-salaried,gender,ohi,cultural
esop,non-union,gender-equality,ohsas,cultural_awareness
espp,outside_consultant,gender-neutral,osha,cultural_fit
eto,part-time,gender_expression,osha_recordable,culture
fair_wage,part-time_basis,gender_identification,osha_total_recordable,customized_corporate_training
family-friendly,part_time,gender_identity,oshas,cwa
family_care,participation_rate,gender_parity,personal_protective_equipment,decency
family_leave,people,generational,physically,dependent_care
family_member,per_hour,harassment,physically_safe,direct_report
financial_assistance,per_week,harassment_prevention,ppe,disaster_relief
financial_hardship,personally,hawaiian,precautionary_measure,eap
financial_well-being,personnel,heritage,prevent_injury,early-career
fitness_reimbursement,pre-employment,hispanic,preventative_measure,early_career
flexible_spending,professional,hispanic-serving,protection_equipment,education
flexible_spending_account,qualified,historically_black_college,protective_equipment,elearning
flexible_time-off,qualified_applicant,historically_underrepresented,protective_gear,emerge_leader
flexible_work_schedule,qualified_individual,human_right,provide_personal_protective,emotional_intelligence
flextime,qualified_personnel,human_right_campaign,public_health,empathetic
generous_pay_time,recent_graduate,ide,public_health_authority,employee-centric
health_care,salaried,identity,qhse,employee-driven
health_saving,sale_force,implicit_bias,recordable_incident,employee-focused
healthcare,sale_representative,inclusion,recordable_incident_rate,employee-friendly
high-performing,salesperson,inclusion-focused,recordable_injury,employee-led
high_performer,senior-level,inclusion-related,recordable_injury_rate,employee-led_group
holiday,senior_executive,inclusive,rir,employee_value_proposition
hospital_indemnity,senior_leader,inclusive_workplace,safe,employer_brand
hourly_basis,senior_leadership,inclusively,safe_working,employment-related
hourly_rate,senior_leadership_team,inclusiveness,safely,employment-related_work_stoppage
hourly_wage,senior_management,inclusivity,safer,employment_decision
hsa,senior_management_team,indigenous,safety,empowered
identity_theft,senior_manager,individuality,safety-first,empowerment
identity_theft_insurance,seniority,inequality,safety-focused,engagement
immediate_family,shift_schedule,inequity,safety-related,engagement_score
incentive,skill,injustice,safety_protocol,engagement_survey
incentive-based,skilled,intimidation,sanitation,engaging
incentive_award,staff,islander,sanitation_procedure,enjoyable_workplace
incentive_bonus,staff_member,justice,sanitization,ethic
incentive_compensation,staffed,latino,sanitize,ethic_hotline
incentive_plan,staffing,latinx,sanitizer,ethical
incentivize,staffing_level,lesbian,sanitizers,ethical_conduct
incentivized,stagger_shift,lgbt+,sanitizing,ethically
incentivizes,stem-related,lgbtq,sanitizing_procedure,ethics
incentivizing,subcontractor,lgbtq+,serious_injury,ethicsline
income_protection,talent,lgbtq_equality,sif,evaluation_process
industry_peer,talented_individual,lgbtqia,tir,executive-sponsored
insurance,team_member,listening_session,total_recordable_incident_rate,exit_interview
insurance_coverage,teammate,living_wage,trir,external_hire
juneteenth,teammates,male,unsafe,fair_treatment
jury,technician,marginalize,unsafe_condition,fairly_compensate
ksop,technicians,marital,ventilation,family
life_insurance,temporary_worker,marital_status,vpp,fast-paced
long-term_disability,unemployment,men,welfare,flexible_schedule
long-term_disability_insurance,unskilled,military_status,well-being,forced_labor
long-term_incentive,unskilled_labor,military_veteran,wellness,fraud
long_term_disability,vacancy,minority,work-related_fatality,fundraise
loved_one,vocational,minority_group,work-related_injury,fundraising
ltip,well-qualified,multi-cultural,working_condition,furlough
market-competitive_compensation,well-trained,multicultural,workplace_injury,furloughed
market-competitive_pay,work-related,multigenerational,workspace,grievance
market-competitive_salary,work_schedule,multiracial,zero-incident,high-performance_culture
market_median,workday,naacp,zero_accident,high_ethical_standard
match_contribution,worker,national_origin,zero_incident,highly_collaborative
matching_contribution,workforce,nationality,zero_injury,hire
maternal,workforce_demographic,native_american,contingency,hiring
maternity,workload,native_hawaiian,risk,hiring_practice
maternity_leave,workweek,neurodiversity,prevention,honest
medical_coverage,experience,non-caucasian,exposure,honestly
medical_insurance,veteran,non-discrimination,compliance,human_trafficking
merit-based,generation,non-discriminatory,emergency,humble
military_leave,tenure,non-minorities,mitigation,humility
minimum_wage,language,non-minority,reporting,iam
new_parent,immigrant,non-white,environment,ibew
overtime,retirement_plans,nondiscrimination,fatigue,ibt
paid-time,bonus_structure,nondiscriminatory,diversity_initiatives,ilo
paid-time-off,population,pacific_islander,diversity_goals,impasse
paid_leave,composition,pay_equity,inspections,inappropriate_behavior
paid_time,age_diversity,pay_gap,stress,inspirational
parent,ethnic_representation,pay_parity,fatalities,inspiring
parental,skills_assessment,people_of_color,crisis,integrity
parental_leave,indigenous_representation,poc,immunization,internal_candidate
parental_leave_policy,employee_tenure,political_affiliation,safety-net,internal_mobility
parenting,veteran_workforce,pregnancy,stress_management,internal_promotion
paternal,sector_representation,prejudice,incident_reporting,international_brotherhood
paternity,workforce_composition,protect_veteran,accident_rates,international_union
pay,employee_nationality,protect_veteran_status,hazardous_conditions,internship
pay-for-performance,workforce_demographics,protected_characteristic,safety_standards,interview
pay-for-performance_philosophy,gender_ratio,protected_class,workplace_accidents,interview_panel
pay_holiday,gender_breakdown,race,workplace_hazards,interviewer
pay_parental,gender_distribution,racial,injury_prevention,interviewing
pay_parental_leave,regional_diversity,racial_equality,workplace_safety,involuntary_turnover
pay_time,workforce_generation,racial_equity,exposure_risks,iuoe
pay_time-off,skills,racial_injustice,safety_training,job-related
pay_vacation,experience_levels,racial_justice,fatigue_management,job-specific
paycheck,educational_background,racial_minority,safety_protocols,job_assignment
payroll,racial_composition,racially,employee_well-being,job_description
payroll_deduction,language_diversity,racially_diverse,health_inspections,job_duty
pension,leadership_demographics,racism,employee_safety,job_fair
pension_plan,population_demographics,reasonable_accommodation,first-aid_training,job_opening
performance-based,regional_representation,religion,hygiene_protocols,job_satisfaction
performance-based_bonus,veteran_employees,religious,injury_reporting,labor-related
performance-based_cash,geographic_distribution,religious_belief,risk_mitigation,labor-related_work_stoppage
performance-driven,minority_employees,representation,risk_prevention,labor_disruption
perk,,resource_group,safety_compliance,labor_law
perquisite,,respectful_conduct,safety_inspections,labor_relation
pet_insurance,,respectful_workplace,safety_management,labour
physical_therapy,,respectfully,safety_regulations,laundering
post-retirement,,retaliation,stress_reduction,lay-offs
prescription_drug,,retribution,workplace_incidents,layoff
prescription_drug_benefit,,self-disclosed,,leadership
profit-sharing,,self-expression,,learning
profit_sharing,,self-identification,,learning_management_system
pto,,self-identified,,like-minded
reimbursement,,self-identifies,,material_work_stoppage
relief_fund,,self-identify,,mentor
remuneration,,self-identifying,,mentoring
restrict_stock,,sex,,mentorship
restrict_stock_unit,,sexual,,mentorships
restricted_stock,,sexual_harassment,,meritocracy
restricted_stock_unit,,sexual_orientation,,mid-career
retiree,,social_injustice,,moral
retirement,,social_justice,,motivate
retirement_benefit,,socio-economic,,motto
retirement_plan,,socio-economic_status,,new-hire
retirement_planning,,socioeconomic,,new_hire
retirement_saving,,status_protect,,newly_hire
retirement_saving_plan,,stereotype,,non-profit_organization
reward_package,,systemic_racism,,non-unionized
rsus,,traditionally_underrepresented,,nonprofit_organization
sabbatical,,transgender,,on-board
salaries,,treat_fairly,,on-boarding
salary,,unbiased,,on-demand_learning
salary_reduction,,unconscious_bias,,on-the-job
sale_commission,,unconscious_bias_training,,on-the-job_learning
save_plan,,under-represented,,on-the-job_training
saving_account,,under-represented_group,,onboarding
saving_plan,,under-represented_minority,,onboarding_process
scholarship,,underprivileged,,one-on-one
severance,,underrepresentation,,online_learning
share-based,,underrepresented,,opeiu
share-based_compensation,,underrepresented_community,,open-door_policy
short-term_disability,,underrepresented_ethnic,,open_communication
short-term_incentive,,underrepresented_group,,open_dialogue
sick_day,,underrepresented_minority,,open_position
sick_leave,,underrepresented_population,,organized_labor
sick_time,,underserved_community,,orientation
smoke_cessation,,unique_background,,pafca
spending_account,,unique_perspective,,people-centric
spouse,,unlawful_discrimination,,people-first
stipend,,urm,,performance_appraisal
stock-based,,urms,,performance_evaluation
stock-based_award,,values-based,,personality
stock-based_compensation,,varied_perspective,,philosophy
stock-based_compensation_award,,veteran-owned,,post-employment
stock_award,,veteran_status,,potential_successor
stock_grant,,without_bias,,professional_development
stock_option,,woman,,professionalism
stock_option_grant,,women,,professionally
stock_ownership,,accessibility,,promote-from-within
stock_ownership_plan,,equalities,,promotion
stock_purchase_plan,,intersectionality,,pulse_survey
student_loan,,minorities,,questionnaire
supplemental_life,,parity,,recruit
surrogacy_assistance,,gender_diversity,,recruiter
tax-advantaged,,diversity_programs,,recruiting
tax-deferred_basis,,hiring_practices,,recruitment
time-off,,cultural_diversity,,reduction-in-force
top_performer,,cultural_inclusion,,reductions-in-force
total_compensation_package,,gender_pay,,renegotiation
total_reward,,diversity_champions,,representative_body
total_reward_package,,workforce_diversity,,reprisal
tuition,,workplace_diversity,,resignation
tuition_assistance,,leadership_diversity,,reskill
tuition_reimbursement,,racial_diversity,,reskilling
tuition_reimbursement_program,,diverse_perspectives,,results-driven
unpaid_leaf,,inclusive_culture,,retain
unpaid_leave,,workforce_inclusion,,retain_qualified
vacation,,equity_policies,,retain_talented
vacation_time,,minority_representation,,retain_top
valuable_fringe,,inclusive_hiring,,retaining
variable_compensation,,inclusion_initiatives,,retains
variable_pay,,dei_training,,retention
vest,,gender_equity,,retention_rate
vest_condition,,inclusive_practices,,retentive
vested,,lgbtq+_inclusion,,review_process
vesting,,representation_goals,,reward
vision_coverage,,workplace_inclusion,,rotational_assignment
vision_insurance,,,,self-assessment
wage,,,,self-development
welfare_benefit,,,,self-directed_learning
stock,,,,self-paced_learning
equity,,,,significant_work_stoppage
coverage,,,,skill-based
flexibility,,,,skill-building
grievance_procedures,,,,skills-based
employee_morale,,,,skillset
performance,,,,skillsets
rewards,,,,slavery
allowance,,,,soft_skill
earnings,,,,solicit_feedback
health_insurance,,,,succession
equity_compensation,,,,succession_plan
flexible_benefits,,,,succession_planning
vacation_days,,,,succession_planning_process
employee_rewards,,,,supervisor
employee_benefits,,,,survey
pension_benefits,,,,talent_acquisition
performance_bonuses,,,,talent_attraction
incentive_programs,,,,talent_mobility
stock_options,,,,talent_pipeline
retirement_savings,,,,talent_pool
healthcare_coverage,,,,team-based
performance_incentives,,,,team-building
wellness_benefits,,,,team-oriented
salary_increases,,,,tenet
compensation_packages,,,,tenured
severance_packages,,,,termination
overtime_pay,,,,top-performing
salary_structure,,,,top_talent
pay_structures,,,,town_hall_meeting
pension_schemes,,,,townhall
profit-sharing_plans,,,,townhalls
reimbursement_policies,,,,trade_union
salary_adjustments,,,,train
,,,,trained
,,,,trainee
,,,,trainer
,,,,training
,,,,turnover
,,,,turnover_rate
,,,,tutor
,,,,tutoring
,,,,uaw
,,,,umwa
,,,,unethical
,,,,unethical_behavior
,,,,union
,,,,union_contract
,,,,unionization
,,,,unionize
,,,,unionized
,,,,united_way
,,,,upskill
,,,,upskilling
,,,,uwua
,,,,values-based_culture
,,,,virtual_classroom
,,,,virtual_town_hall
,,,,voluntary_attrition
,,,,voluntary_attrition_rate
,,,,voluntary_separation
,,,,voluntary_turnover
,,,,voluntary_turnover_rate
,,,,volunteer
,,,,volunteer_activity
,,,,volunteer_hour
,,,,volunteering
,,,,vto
,,,,whistleblower
,,,,whistleblower_hotline
,,,,whistleblower_policy
,,,,work-life
,,,,work-life_balance
,,,,work_environment
,,,,work_stoppage
,,,,worker_council
,,,,working_environment
,,,,workplace
,,,,labor
,,,,bargaining
,,,,agreement
,,,,contract
,,,,strike
,,,,dialogue
,,,,satisfaction
,,,,relations
,,,,cooperation
,,,,alignment
,,,,negotiation
,,,,risk_assessment
,,,,ergonomic_assessments
,,,,conflict
,,,,trust
,,,,morale
,,,,productivity
,,,,arbitration
,,,,collective
,,,,participation
,,,,partnership
,,,,solidarity
,,,,labor_union
,,,,employee_feedback
,,,,union_contracts
,,,,conflict_resolution
,,,,workplace_culture
,,,,contract_negotiations
,,,,worker_alignment
,,,,employee_relations
,,,,mediation_process
,,,,turnover_rates
,,,,cultural_cohesion
,,,,employee_satisfaction
,,,,trust_building
,,,,management_dialogue
,,,,mediation
,,,,worker_representation
,,,,employee_engagement
,,,,labor_disputes
,,,,union_involvement
,,,,labor_strikes
,,,,collaboration_efforts
,,,,arbitration_clauses
,,,,collaboration_culture
,,,,collective_action
,,,,employee_participation
,,,,labor_advocacy
,,,,labor_contracts
,,,,labor_mediation
,,,,labor_relations
,,,,partnership_agreements
,,,,union_leadership
,,,,union_negotiations
,,,,worker_advocacy
,,,,worker_engagement
,,,,worker_solidarity
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
